keyword;post_text;author;date;time;timestamp;likes;comments;shares;post_id;owner_id;attachments;Ссылка
Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу;Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу 👍;Группа 128602810;19.07.2025;15:07;1752901647;364;23;5;456772;-128602810;photo;https://vk.com/wall-128602810_456772
Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу;Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу 👍;Группа 128602810;19.07.2025;15:07;1752901647;364;23;5;456772;-128602810;photo;https://vk.com/wall-128602810_456772
Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу;Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу 👍;Группа 128602810;19.07.2025;15:07;1752901647;364;23;5;456772;-128602810;photo;https://vk.com/wall-128602810_456772
Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу;Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу 👍;Группа 128602810;19.07.2025;15:07;1752901647;364;23;5;456772;-128602810;photo;https://vk.com/wall-128602810_456772
Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу;Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу 👍;Группа 128602810;19.07.2025;15:07;1752901647;364;23;5;456772;-128602810;photo;https://vk.com/wall-128602810_456772
Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу;Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу 👍;Группа 128602810;19.07.2025;15:07;1752901647;364;23;5;456772;-128602810;photo;https://vk.com/wall-128602810_456772
Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу;Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу 👍;Группа 147085429;18.07.2025;16:32;1752820375;43;5;0;118995;-147085429;photo;https://vk.com/wall-147085429_118995
Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу;Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу 👍;Группа 147085429;18.07.2025;16:32;1752820375;43;5;0;118995;-147085429;photo;https://vk.com/wall-147085429_118995
Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу;Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу 👍;Группа 147085429;18.07.2025;16:32;1752820375;43;5;0;118995;-147085429;photo;https://vk.com/wall-147085429_118995
Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу;Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу 👍;Группа 147085429;18.07.2025;16:32;1752820375;43;5;0;118995;-147085429;photo;https://vk.com/wall-147085429_118995
Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу;Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу 👍;Группа 147085429;18.07.2025;16:32;1752820375;43;5;0;118995;-147085429;photo;https://vk.com/wall-147085429_118995
Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу;Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу 👍;Группа 147085429;18.07.2025;16:32;1752820375;43;5;0;118995;-147085429;photo;https://vk.com/wall-147085429_118995
Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу;Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу 👍;Группа 147085429;18.07.2025;16:32;1752820375;43;5;0;118995;-147085429;photo;https://vk.com/wall-147085429_118995
Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу;Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу 👍;Группа 147085429;18.07.2025;16:32;1752820375;43;5;0;118995;-147085429;photo;https://vk.com/wall-147085429_118995
Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу;Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу 👍;Группа 147085429;18.07.2025;16:32;1752820375;43;5;0;118995;-147085429;photo;https://vk.com/wall-147085429_118995
Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу;Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу 👍;Группа 147085429;18.07.2025;16:32;1752820375;43;5;0;118995;-147085429;photo;https://vk.com/wall-147085429_118995
Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу;Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу 👍;Группа 147085429;18.07.2025;16:32;1752820375;43;5;0;118995;-147085429;photo;https://vk.com/wall-147085429_118995
Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу;Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу 👍;Группа 147085429;18.07.2025;16:32;1752820375;43;5;0;118995;-147085429;photo;https://vk.com/wall-147085429_118995
Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу;Наши бойцы в зоне СВО. Сильные, спокойные, собранные. Делают свою работу 👍;Группа 147085429;18.07.2025;16:32;1752820375;43;5;0;118995;-147085429;photo;https://vk.com/wall-147085429_118995
